Domain,Subdomain,Sub_subdomain,Algorithm,Title,Description,Link
Combinatorial algorithms,Graph algorithms,Network theory,,Push–relabel algorithm,,https://en.wikipedia.org//wiki/Push%E2%80%93relabel_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Edmonds' algorithm,,https://en.wikipedia.org//wiki/Edmonds%27_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Euclidean minimum spanning tree,,https://en.wikipedia.org//wiki/Euclidean_minimum_spanning_tree
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Euclidean shortest path problem,,https://en.wikipedia.org//wiki/Euclidean_shortest_path_problem
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Longest path problem,,https://en.wikipedia.org//wiki/Longest_path_problem
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Borůvka's algorithm,,https://en.wikipedia.org//wiki/Bor%C5%AFvka%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Kruskal's algorithm,,https://en.wikipedia.org//wiki/Kruskal%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Prim's algorithm,,https://en.wikipedia.org//wiki/Prim%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Reverse-delete algorithm,,https://en.wikipedia.org//wiki/Reverse-delete_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Nonblocking minimal spanning switch,,https://en.wikipedia.org//wiki/Nonblocking_minimal_spanning_switch
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Bellman–Ford algorithm,,https://en.wikipedia.org//wiki/Bellman%E2%80%93Ford_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Dijkstra's algorithm,,https://en.wikipedia.org//wiki/Dijkstra%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Floyd–Warshall algorithm,,https://en.wikipedia.org//wiki/Floyd%E2%80%93Warshall_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Johnson's algorithm,,https://en.wikipedia.org//wiki/Johnson%27s_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Transitive closure,,https://en.wikipedia.org//wiki/Transitive_closure
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Christofides algorithm,,https://en.wikipedia.org//wiki/Christofides_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Nearest neighbour algorithm,,https://en.wikipedia.org//wiki/Nearest_neighbour_algorithm
Combinatorial algorithms,Graph algorithms,Routing for graphs,,Warnsdorff's rule,,https://en.wikipedia.org//wiki/Warnsdorff%27s_rule
Combinatorial algorithms,Graph algorithms,Graph search,,A* search algorithm,A*,https://en.wikipedia.org//wiki/A*_search_algorithm
Combinatorial algorithms,Graph algorithms,Graph search,,B*,,https://en.wikipedia.org//wiki/B*
Combinatorial algorithms,Graph algorithms,Graph search,,Backtracking,,https://en.wikipedia.org//wiki/Backtracking
Combinatorial algorithms,Graph algorithms,Graph search,,Beam search,,https://en.wikipedia.org//wiki/Beam_search
Combinatorial algorithms,Graph algorithms,Graph search,,Beam stack search,,https://en.wikipedia.org//wiki/Beam_stack_search
Combinatorial algorithms,Graph algorithms,Graph search,,Best-first search,,https://en.wikipedia.org//wiki/Best-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Bidirectional search,,https://en.wikipedia.org//wiki/Bidirectional_search
Combinatorial algorithms,Graph algorithms,Graph search,,Breadth-first search,,https://en.wikipedia.org//wiki/Breadth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Brute-force search,,https://en.wikipedia.org//wiki/Brute-force_search
Combinatorial algorithms,Graph algorithms,Graph search,,D*,,https://en.wikipedia.org//wiki/D*
Combinatorial algorithms,Graph algorithms,Graph search,,Depth-first search,,https://en.wikipedia.org//wiki/Depth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Dijkstra's algorithm,,https://en.wikipedia.org//wiki/Dijkstra%27s_algorithm
Combinatorial algorithms,Graph algorithms,Graph search,,General Problem Solver,,https://en.wikipedia.org//wiki/General_Problem_Solver
Combinatorial algorithms,Graph algorithms,Graph search,,Iterative deepening depth-first search,,https://en.wikipedia.org//wiki/Iterative_deepening_depth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Jump point search,,https://en.wikipedia.org//wiki/Jump_point_search
Combinatorial algorithms,Graph algorithms,Graph search,,Lexicographic breadth-first search,,https://en.wikipedia.org//wiki/Lexicographic_breadth-first_search
Combinatorial algorithms,Graph algorithms,Graph search,,Uniform-cost search,,https://en.wikipedia.org//wiki/Uniform-cost_search
Combinatorial algorithms,Graph algorithms,Graph search,,SSS*,,https://en.wikipedia.org//wiki/SSS*
Combinatorial algorithms,Graph algorithms,Graph search,,F* Merge Algorithm (page does not exist),F*,https://en.wikipedia.org//w/index.php?title=F*_Merge_Algorithm&action=edit&redlink=1
Combinatorial algorithms,Graph algorithms,Subgraphs,,Bron–Kerbosch algorithm,,https://en.wikipedia.org//wiki/Bron%E2%80%93Kerbosch_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,MaxCliqueDyn maximum clique algorithm,,https://en.wikipedia.org//wiki/MaxCliqueDyn_maximum_clique_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Path-based strong component algorithm,,https://en.wikipedia.org//wiki/Path-based_strong_component_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Kosaraju's algorithm,,https://en.wikipedia.org//wiki/Kosaraju%27s_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Tarjan's strongly connected components algorithm,,https://en.wikipedia.org//wiki/Tarjan%27s_strongly_connected_components_algorithm
Combinatorial algorithms,Graph algorithms,Subgraphs,,Subgraph isomorphism problem,,https://en.wikipedia.org//wiki/Subgraph_isomorphism_problem
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Bitap algorithm,,https://en.wikipedia.org//wiki/Bitap_algorithm
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Daitch–Mokotoff Soundex,,https://en.wikipedia.org//wiki/Daitch%E2%80%93Mokotoff_Soundex
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Double Metaphone,,https://en.wikipedia.org//wiki/Double_Metaphone
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Match rating approach,,https://en.wikipedia.org//wiki/Match_rating_approach
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Metaphone,,https://en.wikipedia.org//wiki/Metaphone
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,New York State Identification and Intelligence System,NYSIIS,https://en.wikipedia.org//wiki/New_York_State_Identification_and_Intelligence_System
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Soundex,,https://en.wikipedia.org//wiki/Soundex
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Damerau–Levenshtein distance,,https://en.wikipedia.org//wiki/Damerau%E2%80%93Levenshtein_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Dice's coefficient,,https://en.wikipedia.org//wiki/Dice%27s_coefficient
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Hamming distance,,https://en.wikipedia.org//wiki/Hamming_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Jaro–Winkler distance,,https://en.wikipedia.org//wiki/Jaro%E2%80%93Winkler_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Levenshtein distance,Levenshtein edit distance,https://en.wikipedia.org//wiki/Levenshtein_distance
Combinatorial algorithms,Sequence algorithms,Approximate sequence matching,,Trigram search,,https://en.wikipedia.org//wiki/Trigram_search
Combinatorial algorithms,Sequence algorithms,Selection algorithms,,Quickselect,,https://en.wikipedia.org//wiki/Quickselect
Combinatorial algorithms,Sequence algorithms,Selection algorithms,,Introselect,,https://en.wikipedia.org//wiki/Introselect
Combinatorial algorithms,Sequence algorithms,Sequence search,,Linear search,,https://en.wikipedia.org//wiki/Linear_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Selection algorithm,,https://en.wikipedia.org//wiki/Selection_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence search,,Ternary search,,https://en.wikipedia.org//wiki/Ternary_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Binary search algorithm,,https://en.wikipedia.org//wiki/Binary_search_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence search,,Fibonacci search technique,,https://en.wikipedia.org//wiki/Fibonacci_search_technique
Combinatorial algorithms,Sequence algorithms,Sequence search,,Jump search,,https://en.wikipedia.org//wiki/Jump_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Interpolation search,Predictive search,https://en.wikipedia.org//wiki/Interpolation_search
Combinatorial algorithms,Sequence algorithms,Sequence search,,Uniform binary search,,https://en.wikipedia.org//wiki/Uniform_binary_search
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Fisher–Yates shuffle,,https://en.wikipedia.org//wiki/Fisher%E2%80%93Yates_shuffle
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Schensted algorithm,,https://en.wikipedia.org//wiki/Schensted_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Steinhaus–Johnson–Trotter algorithm,,https://en.wikipedia.org//wiki/Steinhaus%E2%80%93Johnson%E2%80%93Trotter_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence permutations,,Heap's algorithm,Heap's permutation generation algorithm,https://en.wikipedia.org//wiki/Heap%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Dynamic time warping,,https://en.wikipedia.org//wiki/Dynamic_time_warping
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Hirschberg's algorithm,,https://en.wikipedia.org//wiki/Hirschberg%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Needleman–Wunsch algorithm,,https://en.wikipedia.org//wiki/Needleman%E2%80%93Wunsch_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence alignment,,Smith–Waterman algorithm,,https://en.wikipedia.org//wiki/Smith%E2%80%93Waterman_algorithm
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bubble sort,,https://en.wikipedia.org//wiki/Bubble_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Cocktail shaker sort,,https://en.wikipedia.org//wiki/Cocktail_shaker_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Comb sort,,https://en.wikipedia.org//wiki/Comb_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Gnome sort,,https://en.wikipedia.org//wiki/Gnome_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Odd–even sort,,https://en.wikipedia.org//wiki/Odd%E2%80%93even_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Quicksort,,https://en.wikipedia.org//wiki/Quicksort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bogosort,,https://en.wikipedia.org//wiki/Bogosort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Stooge sort,,https://en.wikipedia.org//wiki/Stooge_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Flashsort,,https://en.wikipedia.org//wiki/Flashsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Introsort,,https://en.wikipedia.org//wiki/Introsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Timsort,,https://en.wikipedia.org//wiki/Timsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Insertion sort,,https://en.wikipedia.org//wiki/Insertion_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Library sort,,https://en.wikipedia.org//wiki/Library_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Patience sorting,,https://en.wikipedia.org//wiki/Patience_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Shellsort,Shell sort,https://en.wikipedia.org//wiki/Shellsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Tree sort,,https://en.wikipedia.org//wiki/Tree_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Cycle sort,,https://en.wikipedia.org//wiki/Cycle_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Merge sort,,https://en.wikipedia.org//wiki/Merge_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Strand sort,,https://en.wikipedia.org//wiki/Strand_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bead sort,,https://en.wikipedia.org//wiki/Bead_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bucket sort,,https://en.wikipedia.org//wiki/Bucket_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Burstsort,,https://en.wikipedia.org//wiki/Burstsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Counting sort,,https://en.wikipedia.org//wiki/Counting_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Pigeonhole sort,,https://en.wikipedia.org//wiki/Pigeonhole_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Postman sort,,https://en.wikipedia.org//wiki/Postman_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Radix sort,,https://en.wikipedia.org//wiki/Radix_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Heapsort,,https://en.wikipedia.org//wiki/Heapsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Selection sort,,https://en.wikipedia.org//wiki/Selection_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Smoothsort,,https://en.wikipedia.org//wiki/Smoothsort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Bitonic sorter,,https://en.wikipedia.org//wiki/Bitonic_sorter
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Pancake sorting,,https://en.wikipedia.org//wiki/Pancake_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Spaghetti sort,,https://en.wikipedia.org//wiki/Spaghetti_sort
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Topological sorting,Topological sort,https://en.wikipedia.org//wiki/Topological_sorting
Combinatorial algorithms,Sequence algorithms,Sequence sorting,,Samplesort,,https://en.wikipedia.org//wiki/Samplesort
Combinatorial algorithms,Sequence algorithms,Subsequences,,Kadane's algorithm,,https://en.wikipedia.org//wiki/Kadane%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Subsequences,,Longest common subsequence problem,,https://en.wikipedia.org//wiki/Longest_common_subsequence_problem
Combinatorial algorithms,Sequence algorithms,Subsequences,,Longest increasing subsequence problem,,https://en.wikipedia.org//wiki/Longest_increasing_subsequence_problem
Combinatorial algorithms,Sequence algorithms,Subsequences,,Shortest common supersequence problem,,https://en.wikipedia.org//wiki/Shortest_common_supersequence_problem
Combinatorial algorithms,Sequence algorithms,Substrings,,Longest common substring problem,,https://en.wikipedia.org//wiki/Longest_common_substring_problem
Combinatorial algorithms,Sequence algorithms,Substrings,,Aho–Corasick string matching algorithm,,https://en.wikipedia.org//wiki/Aho%E2%80%93Corasick_string_matching_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Boyer–Moore string-search algorithm,,https://en.wikipedia.org//wiki/Boyer%E2%80%93Moore_string-search_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Boyer–Moore–Horspool algorithm,,https://en.wikipedia.org//wiki/Boyer%E2%80%93Moore%E2%80%93Horspool_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Knuth–Morris–Pratt algorithm,,https://en.wikipedia.org//wiki/Knuth%E2%80%93Morris%E2%80%93Pratt_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Rabin–Karp string search algorithm,,https://en.wikipedia.org//wiki/Rabin%E2%80%93Karp_string_search_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Zhu–Takaoka string matching algorithm,,https://en.wikipedia.org//wiki/Zhu%E2%80%93Takaoka_string_matching_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,Ukkonen's algorithm,,https://en.wikipedia.org//wiki/Ukkonen%27s_algorithm
Combinatorial algorithms,Sequence algorithms,Substrings,,InterNetNews,Rich Salz,https://en.wikipedia.org//wiki/InterNetNews
Combinatorial algorithms,Sequence algorithms,Substrings,,Krauss matching wildcards algorithm,,https://en.wikipedia.org//wiki/Krauss_matching_wildcards_algorithm
Computational mathematics,Abstract algebra,,,Chien search,,https://en.wikipedia.org//wiki/Chien_search
Computational mathematics,Abstract algebra,,,Schreier–Sims algorithm,,https://en.wikipedia.org//wiki/Schreier%E2%80%93Sims_algorithm
Computational mathematics,Abstract algebra,,,Todd–Coxeter algorithm,,https://en.wikipedia.org//wiki/Todd%E2%80%93Coxeter_algorithm
Computational mathematics,Computer algebra,,,Buchberger's algorithm,,https://en.wikipedia.org//wiki/Buchberger%27s_algorithm
Computational mathematics,Computer algebra,,,Cantor–Zassenhaus algorithm,,https://en.wikipedia.org//wiki/Cantor%E2%80%93Zassenhaus_algorithm
Computational mathematics,Computer algebra,,,Faugère F4 algorithm,,https://en.wikipedia.org//wiki/Faug%C3%A8re_F4_algorithm
Computational mathematics,Computer algebra,,,Gosper's algorithm,,https://en.wikipedia.org//wiki/Gosper%27s_algorithm
Computational mathematics,Computer algebra,,,Knuth–Bendix completion algorithm,,https://en.wikipedia.org//wiki/Knuth%E2%80%93Bendix_completion_algorithm
Computational mathematics,Computer algebra,,,Multivariate division algorithm,,https://en.wikipedia.org//wiki/Multivariate_division_algorithm
Computational mathematics,Computer algebra,,,Pollard's kangaroo algorithm,,https://en.wikipedia.org//wiki/Pollard%27s_kangaroo_algorithm
Computational mathematics,Computer algebra,,,Polynomial long division,,https://en.wikipedia.org//wiki/Polynomial_long_division
Computational mathematics,Computer algebra,,,Risch algorithm,,https://en.wikipedia.org//wiki/Risch_algorithm
Computational mathematics,Geometry,,,Closest pair problem,,https://en.wikipedia.org//wiki/Closest_pair_problem
Computational mathematics,Geometry,,,Collision detection,,https://en.wikipedia.org//wiki/Collision_detection
Computational mathematics,Geometry,,,Cone algorithm,,https://en.wikipedia.org//wiki/Cone_algorithm
Computational mathematics,Geometry,,,Graham scan,,https://en.wikipedia.org//wiki/Graham_scan
Computational mathematics,Geometry,,,Quickhull,,https://en.wikipedia.org//wiki/Quickhull
Computational mathematics,Geometry,,,Gift wrapping algorithm,,https://en.wikipedia.org//wiki/Gift_wrapping_algorithm
Computational mathematics,Geometry,,,Chan's algorithm,,https://en.wikipedia.org//wiki/Chan%27s_algorithm
Computational mathematics,Geometry,,,Kirkpatrick–Seidel algorithm,,https://en.wikipedia.org//wiki/Kirkpatrick%E2%80%93Seidel_algorithm
Computational mathematics,Geometry,,,Euclidean distance map,Euclidean Distance Transform,https://en.wikipedia.org//wiki/Euclidean_distance_map
Computational mathematics,Geometry,,,Geometric hashing,,https://en.wikipedia.org//wiki/Geometric_hashing
Computational mathematics,Geometry,,,Gilbert–Johnson–Keerthi distance algorithm,,https://en.wikipedia.org//wiki/Gilbert%E2%80%93Johnson%E2%80%93Keerthi_distance_algorithm
Computational mathematics,Geometry,,,Jump-and-Walk algorithm,,https://en.wikipedia.org//wiki/Jump-and-Walk_algorithm
Computational mathematics,Geometry,,,Laplacian smoothing,,https://en.wikipedia.org//wiki/Laplacian_smoothing
Computational mathematics,Geometry,,,Bentley–Ottmann algorithm,,https://en.wikipedia.org//wiki/Bentley%E2%80%93Ottmann_algorithm
Computational mathematics,Geometry,,,Shamos–Hoey algorithm (page does not exist),Shamos–Hoey algorithm,https://en.wikipedia.org//w/index.php?title=Shamos%E2%80%93Hoey_algorithm&action=edit&redlink=1
Computational mathematics,Geometry,,,Minimum bounding box algorithms,,https://en.wikipedia.org//wiki/Minimum_bounding_box_algorithms
Computational mathematics,Geometry,,,Nearest neighbor search,,https://en.wikipedia.org//wiki/Nearest_neighbor_search
Computational mathematics,Geometry,,,Point in polygon,,https://en.wikipedia.org//wiki/Point_in_polygon
Computational mathematics,Geometry,,,Point set registration,,https://en.wikipedia.org//wiki/Point_set_registration
Computational mathematics,Geometry,,,Rotating calipers,,https://en.wikipedia.org//wiki/Rotating_calipers
Computational mathematics,Geometry,,,Shoelace algorithm,,https://en.wikipedia.org//wiki/Shoelace_algorithm
Computational mathematics,Geometry,,,Ruppert's algorithm,,https://en.wikipedia.org//wiki/Ruppert%27s_algorithm
Computational mathematics,Geometry,,,Chew's second algorithm,,https://en.wikipedia.org//wiki/Chew%27s_second_algorithm
Computational mathematics,Geometry,,,Marching triangles,,https://en.wikipedia.org//wiki/Marching_triangles
Computational mathematics,Geometry,,,Polygon triangulation,,https://en.wikipedia.org//wiki/Polygon_triangulation
Computational mathematics,Geometry,,,Bowyer–Watson algorithm,,https://en.wikipedia.org//wiki/Bowyer%E2%80%93Watson_algorithm
Computational mathematics,Geometry,,,Fortune's Algorithm,,https://en.wikipedia.org//wiki/Fortune%27s_Algorithm
Computational mathematics,Geometry,,,Quasitriangulation,,https://en.wikipedia.org//wiki/Quasitriangulation
Computational mathematics,Number theoretic algorithms,,,Binary GCD algorithm,,https://en.wikipedia.org//wiki/Binary_GCD_algorithm
Computational mathematics,Number theoretic algorithms,,,Booth's multiplication algorithm,,https://en.wikipedia.org//wiki/Booth%27s_multiplication_algorithm
Computational mathematics,Number theoretic algorithms,,,Chakravala method,,https://en.wikipedia.org//wiki/Chakravala_method
Computational mathematics,Number theoretic algorithms,,,Baby-step giant-step,,https://en.wikipedia.org//wiki/Baby-step_giant-step
Computational mathematics,Number theoretic algorithms,,,Index calculus algorithm,,https://en.wikipedia.org//wiki/Index_calculus_algorithm
Computational mathematics,Number theoretic algorithms,,,Pollard's rho algorithm for logarithms,,https://en.wikipedia.org//wiki/Pollard%27s_rho_algorithm_for_logarithms
Computational mathematics,Number theoretic algorithms,,,Pohlig–Hellman algorithm,,https://en.wikipedia.org//wiki/Pohlig%E2%80%93Hellman_algorithm
Computational mathematics,Number theoretic algorithms,,,Euclidean algorithm,,https://en.wikipedia.org//wiki/Euclidean_algorithm
Computational mathematics,Number theoretic algorithms,,,Extended Euclidean algorithm,,https://en.wikipedia.org//wiki/Extended_Euclidean_algorithm
Computational mathematics,Number theoretic algorithms,,,Congruence of squares,,https://en.wikipedia.org//wiki/Congruence_of_squares
Computational mathematics,Number theoretic algorithms,,,Dixon's algorithm,,https://en.wikipedia.org//wiki/Dixon%27s_algorithm
Computational mathematics,Number theoretic algorithms,,,Fermat's factorization method,,https://en.wikipedia.org//wiki/Fermat%27s_factorization_method
Computational mathematics,Number theoretic algorithms,,,General number field sieve,,https://en.wikipedia.org//wiki/General_number_field_sieve
Computational mathematics,Number theoretic algorithms,,,Lenstra elliptic curve factorization,,https://en.wikipedia.org//wiki/Lenstra_elliptic_curve_factorization
Computational mathematics,Number theoretic algorithms,,,Pollard's p − 1 algorithm,Pollard's ,https://en.wikipedia.org//wiki/Pollard%27s_p_%E2%88%92_1_algorithm
Computational mathematics,Number theoretic algorithms,,,Pollard's rho algorithm,,https://en.wikipedia.org//wiki/Pollard%27s_rho_algorithm
Computational mathematics,Number theoretic algorithms,,,Prime factorization algorithm,prime factorization algorithm,https://en.wikipedia.org//wiki/Prime_factorization_algorithm
Computational mathematics,Number theoretic algorithms,,,Quadratic sieve,,https://en.wikipedia.org//wiki/Quadratic_sieve
Computational mathematics,Number theoretic algorithms,,,Shor's algorithm,,https://en.wikipedia.org//wiki/Shor%27s_algorithm
Computational mathematics,Number theoretic algorithms,,,Special number field sieve,,https://en.wikipedia.org//wiki/Special_number_field_sieve
Computational mathematics,Number theoretic algorithms,,,Trial division,,https://en.wikipedia.org//wiki/Trial_division
Computational mathematics,Number theoretic algorithms,,,Karatsuba algorithm,,https://en.wikipedia.org//wiki/Karatsuba_algorithm
Computational mathematics,Number theoretic algorithms,,,Schönhage–Strassen algorithm,,https://en.wikipedia.org//wiki/Sch%C3%B6nhage%E2%80%93Strassen_algorithm
Computational mathematics,Number theoretic algorithms,,,Toom–Cook multiplication,,https://en.wikipedia.org//wiki/Toom%E2%80%93Cook_multiplication
Computational mathematics,Number theoretic algorithms,,,Tonelli–Shanks algorithm,,https://en.wikipedia.org//wiki/Tonelli%E2%80%93Shanks_algorithm
Computational mathematics,Number theoretic algorithms,,,Cipolla's algorithm,,https://en.wikipedia.org//wiki/Cipolla%27s_algorithm
Computational mathematics,Number theoretic algorithms,,,Berlekamp's root finding algorithm,,https://en.wikipedia.org//wiki/Berlekamp%27s_root_finding_algorithm
